Polish,English,Link
ho,ho,https://translate.google.com/translate_tts?ie=UTF-8&q=ho&tl=pl&client=tw-ob
zaszło,has happened,https://translate.google.com/translate_tts?ie=UTF-8&q=zaszło&tl=pl&client=tw-ob
zoe,zoe,https://translate.google.com/translate_tts?ie=UTF-8&q=zoe&tl=pl&client=tw-ob
wielkich,great,https://translate.google.com/translate_tts?ie=UTF-8&q=wielkich&tl=pl&client=tw-ob
świetle,light,https://translate.google.com/translate_tts?ie=UTF-8&q=świetle&tl=pl&client=tw-ob
zadzwoniła,she called,https://translate.google.com/translate_tts?ie=UTF-8&q=zadzwoniła&tl=pl&client=tw-ob
napisałem,I wrote,https://translate.google.com/translate_tts?ie=UTF-8&q=napisałem&tl=pl&client=tw-ob
he,he's,https://translate.google.com/translate_tts?ie=UTF-8&q=he&tl=pl&client=tw-ob
vincent,Vincent,https://translate.google.com/translate_tts?ie=UTF-8&q=vincent&tl=pl&client=tw-ob
łapy,paws,https://translate.google.com/translate_tts?ie=UTF-8&q=łapy&tl=pl&client=tw-ob
wprowadzić,to introduce,https://translate.google.com/translate_tts?ie=UTF-8&q=wprowadzić&tl=pl&client=tw-ob
spędziłem,I spent,https://translate.google.com/translate_tts?ie=UTF-8&q=spędziłem&tl=pl&client=tw-ob
college,college,https://translate.google.com/translate_tts?ie=UTF-8&q=college&tl=pl&client=tw-ob
niesamowita,amazing,https://translate.google.com/translate_tts?ie=UTF-8&q=niesamowita&tl=pl&client=tw-ob
nóg,legs,https://translate.google.com/translate_tts?ie=UTF-8&q=nóg&tl=pl&client=tw-ob
angela,Angela,https://translate.google.com/translate_tts?ie=UTF-8&q=angela&tl=pl&client=tw-ob
opowiem,I will tell you,https://translate.google.com/translate_tts?ie=UTF-8&q=opowiem&tl=pl&client=tw-ob
większą,bigger,https://translate.google.com/translate_tts?ie=UTF-8&q=większą&tl=pl&client=tw-ob
kiepsko,poorly,https://translate.google.com/translate_tts?ie=UTF-8&q=kiepsko&tl=pl&client=tw-ob
paula,paul,https://translate.google.com/translate_tts?ie=UTF-8&q=paula&tl=pl&client=tw-ob
zjedz,eat,https://translate.google.com/translate_tts?ie=UTF-8&q=zjedz&tl=pl&client=tw-ob
wtorek,Tuesday,https://translate.google.com/translate_tts?ie=UTF-8&q=wtorek&tl=pl&client=tw-ob
lato,summer,https://translate.google.com/translate_tts?ie=UTF-8&q=lato&tl=pl&client=tw-ob
zaginął,disappeared,https://translate.google.com/translate_tts?ie=UTF-8&q=zaginął&tl=pl&client=tw-ob
tożsamość,identity,https://translate.google.com/translate_tts?ie=UTF-8&q=tożsamość&tl=pl&client=tw-ob
słucha,listen,https://translate.google.com/translate_tts?ie=UTF-8&q=słucha&tl=pl&client=tw-ob
ksiądz,priest,https://translate.google.com/translate_tts?ie=UTF-8&q=ksiądz&tl=pl&client=tw-ob
imperium,empire,https://translate.google.com/translate_tts?ie=UTF-8&q=imperium&tl=pl&client=tw-ob
wal,shaft,https://translate.google.com/translate_tts?ie=UTF-8&q=wal&tl=pl&client=tw-ob
alkoholu,alcohol,https://translate.google.com/translate_tts?ie=UTF-8&q=alkoholu&tl=pl&client=tw-ob
dziwna,odd,https://translate.google.com/translate_tts?ie=UTF-8&q=dziwna&tl=pl&client=tw-ob
derek,Derek,https://translate.google.com/translate_tts?ie=UTF-8&q=derek&tl=pl&client=tw-ob
wyobrażam,I imagine,https://translate.google.com/translate_tts?ie=UTF-8&q=wyobrażam&tl=pl&client=tw-ob
przyszliśmy,We came,https://translate.google.com/translate_tts?ie=UTF-8&q=przyszliśmy&tl=pl&client=tw-ob
wojska,army,https://translate.google.com/translate_tts?ie=UTF-8&q=wojska&tl=pl&client=tw-ob
okropny,terrible,https://translate.google.com/translate_tts?ie=UTF-8&q=okropny&tl=pl&client=tw-ob
bałem,scared,https://translate.google.com/translate_tts?ie=UTF-8&q=bałem&tl=pl&client=tw-ob
victor,Victor,https://translate.google.com/translate_tts?ie=UTF-8&q=victor&tl=pl&client=tw-ob
podejść,approach,https://translate.google.com/translate_tts?ie=UTF-8&q=podejść&tl=pl&client=tw-ob
zgaduję,I guess,https://translate.google.com/translate_tts?ie=UTF-8&q=zgaduję&tl=pl&client=tw-ob
dziewczynką,girl,https://translate.google.com/translate_tts?ie=UTF-8&q=dziewczynką&tl=pl&client=tw-ob
sny,dreams,https://translate.google.com/translate_tts?ie=UTF-8&q=sny&tl=pl&client=tw-ob
policjant,policeman,https://translate.google.com/translate_tts?ie=UTF-8&q=policjant&tl=pl&client=tw-ob
zabawić,entertain,https://translate.google.com/translate_tts?ie=UTF-8&q=zabawić&tl=pl&client=tw-ob
what,what,https://translate.google.com/translate_tts?ie=UTF-8&q=what&tl=pl&client=tw-ob
bazie,base,https://translate.google.com/translate_tts?ie=UTF-8&q=bazie&tl=pl&client=tw-ob
obcych,strangers,https://translate.google.com/translate_tts?ie=UTF-8&q=obcych&tl=pl&client=tw-ob
straciła,she lost,https://translate.google.com/translate_tts?ie=UTF-8&q=straciła&tl=pl&client=tw-ob
dwójka,two,https://translate.google.com/translate_tts?ie=UTF-8&q=dwójka&tl=pl&client=tw-ob
oszalałeś,you are crazy,https://translate.google.com/translate_tts?ie=UTF-8&q=oszalałeś&tl=pl&client=tw-ob
mamusia,mommy,https://translate.google.com/translate_tts?ie=UTF-8&q=mamusia&tl=pl&client=tw-ob
wozu,wagon,https://translate.google.com/translate_tts?ie=UTF-8&q=wozu&tl=pl&client=tw-ob
zaledwie,barely,https://translate.google.com/translate_tts?ie=UTF-8&q=zaledwie&tl=pl&client=tw-ob
byłbyś,You would be,https://translate.google.com/translate_tts?ie=UTF-8&q=byłbyś&tl=pl&client=tw-ob
bierzemy,we take,https://translate.google.com/translate_tts?ie=UTF-8&q=bierzemy&tl=pl&client=tw-ob
księcia,prince,https://translate.google.com/translate_tts?ie=UTF-8&q=księcia&tl=pl&client=tw-ob
zmieniają,change,https://translate.google.com/translate_tts?ie=UTF-8&q=zmieniają&tl=pl&client=tw-ob
dzielić,to divide,https://translate.google.com/translate_tts?ie=UTF-8&q=dzielić&tl=pl&client=tw-ob
michaela,Michael,https://translate.google.com/translate_tts?ie=UTF-8&q=michaela&tl=pl&client=tw-ob
mistrzem,Master,https://translate.google.com/translate_tts?ie=UTF-8&q=mistrzem&tl=pl&client=tw-ob
riley,riley,https://translate.google.com/translate_tts?ie=UTF-8&q=riley&tl=pl&client=tw-ob
skończyłeś,you finished,https://translate.google.com/translate_tts?ie=UTF-8&q=skończyłeś&tl=pl&client=tw-ob
płacę,salaries,https://translate.google.com/translate_tts?ie=UTF-8&q=płacę&tl=pl&client=tw-ob
postać,character,https://translate.google.com/translate_tts?ie=UTF-8&q=postać&tl=pl&client=tw-ob
świetną,excellent,https://translate.google.com/translate_tts?ie=UTF-8&q=świetną&tl=pl&client=tw-ob
kalifornii,California,https://translate.google.com/translate_tts?ie=UTF-8&q=kalifornii&tl=pl&client=tw-ob
sprawdźmy,Let's check,https://translate.google.com/translate_tts?ie=UTF-8&q=sprawdźmy&tl=pl&client=tw-ob
im. 4762,them. 4762,https://translate.google.com/translate_tts?ie=UTF-8&q=im. 4762&tl=pl&client=tw-ob
przyznał,He admitted,https://translate.google.com/translate_tts?ie=UTF-8&q=przyznał&tl=pl&client=tw-ob
hollywood,Hollywood,https://translate.google.com/translate_tts?ie=UTF-8&q=hollywood&tl=pl&client=tw-ob
próby,trial,https://translate.google.com/translate_tts?ie=UTF-8&q=próby&tl=pl&client=tw-ob
czuła,felt,https://translate.google.com/translate_tts?ie=UTF-8&q=czuła&tl=pl&client=tw-ob
pusty,empty,https://translate.google.com/translate_tts?ie=UTF-8&q=pusty&tl=pl&client=tw-ob
strój,outfit,https://translate.google.com/translate_tts?ie=UTF-8&q=strój&tl=pl&client=tw-ob
śledztwa,investigations,https://translate.google.com/translate_tts?ie=UTF-8&q=śledztwa&tl=pl&client=tw-ob
holly,Holly,https://translate.google.com/translate_tts?ie=UTF-8&q=holly&tl=pl&client=tw-ob
porozmawiaj,let's talk,https://translate.google.com/translate_tts?ie=UTF-8&q=porozmawiaj&tl=pl&client=tw-ob
mm,mm,https://translate.google.com/translate_tts?ie=UTF-8&q=mm&tl=pl&client=tw-ob
zostawiłam,I left,https://translate.google.com/translate_tts?ie=UTF-8&q=zostawiłam&tl=pl&client=tw-ob
lou,Lou,https://translate.google.com/translate_tts?ie=UTF-8&q=lou&tl=pl&client=tw-ob
krzywdy,harm,https://translate.google.com/translate_tts?ie=UTF-8&q=krzywdy&tl=pl&client=tw-ob
most,bridge,https://translate.google.com/translate_tts?ie=UTF-8&q=most&tl=pl&client=tw-ob
kimkolwiek,whatever,https://translate.google.com/translate_tts?ie=UTF-8&q=kimkolwiek&tl=pl&client=tw-ob
mocniej,harder,https://translate.google.com/translate_tts?ie=UTF-8&q=mocniej&tl=pl&client=tw-ob
maszyny,machinery,https://translate.google.com/translate_tts?ie=UTF-8&q=maszyny&tl=pl&client=tw-ob
parkingu,parking lot,https://translate.google.com/translate_tts?ie=UTF-8&q=parkingu&tl=pl&client=tw-ob
wróciłaś,you came back,https://translate.google.com/translate_tts?ie=UTF-8&q=wróciłaś&tl=pl&client=tw-ob
nocą,at night,https://translate.google.com/translate_tts?ie=UTF-8&q=nocą&tl=pl&client=tw-ob
przestanie,will stop,https://translate.google.com/translate_tts?ie=UTF-8&q=przestanie&tl=pl&client=tw-ob
biedna,poor,https://translate.google.com/translate_tts?ie=UTF-8&q=biedna&tl=pl&client=tw-ob
radzisz,you advise,https://translate.google.com/translate_tts?ie=UTF-8&q=radzisz&tl=pl&client=tw-ob
wydajesz,you spend,https://translate.google.com/translate_tts?ie=UTF-8&q=wydajesz&tl=pl&client=tw-ob
puste,empty,https://translate.google.com/translate_tts?ie=UTF-8&q=puste&tl=pl&client=tw-ob
przyjaciółki,friends,https://translate.google.com/translate_tts?ie=UTF-8&q=przyjaciółki&tl=pl&client=tw-ob
domy,houses,https://translate.google.com/translate_tts?ie=UTF-8&q=domy&tl=pl&client=tw-ob
pragnie,desires,https://translate.google.com/translate_tts?ie=UTF-8&q=pragnie&tl=pl&client=tw-ob
zajmujesz,you take,https://translate.google.com/translate_tts?ie=UTF-8&q=zajmujesz&tl=pl&client=tw-ob
kontaktu,contact,https://translate.google.com/translate_tts?ie=UTF-8&q=kontaktu&tl=pl&client=tw-ob
biurku,desk,https://translate.google.com/translate_tts?ie=UTF-8&q=biurku&tl=pl&client=tw-ob
piekle,hell,https://translate.google.com/translate_tts?ie=UTF-8&q=piekle&tl=pl&client=tw-ob
boją,buoy,https://translate.google.com/translate_tts?ie=UTF-8&q=boją&tl=pl&client=tw-ob
wendy,Wendy,https://translate.google.com/translate_tts?ie=UTF-8&q=wendy&tl=pl&client=tw-ob
wymyślić,invent,https://translate.google.com/translate_tts?ie=UTF-8&q=wymyślić&tl=pl&client=tw-ob
międzyczasie,in the meantime,https://translate.google.com/translate_tts?ie=UTF-8&q=międzyczasie&tl=pl&client=tw-ob
ścianie,wall,https://translate.google.com/translate_tts?ie=UTF-8&q=ścianie&tl=pl&client=tw-ob
jem,eat,https://translate.google.com/translate_tts?ie=UTF-8&q=jem&tl=pl&client=tw-ob
sieć,network,https://translate.google.com/translate_tts?ie=UTF-8&q=sieć&tl=pl&client=tw-ob
starej,old,https://translate.google.com/translate_tts?ie=UTF-8&q=starej&tl=pl&client=tw-ob
twardy,hard,https://translate.google.com/translate_tts?ie=UTF-8&q=twardy&tl=pl&client=tw-ob
wygląd,appearance,https://translate.google.com/translate_tts?ie=UTF-8&q=wygląd&tl=pl&client=tw-ob
przeciwnie,contrary,https://translate.google.com/translate_tts?ie=UTF-8&q=przeciwnie&tl=pl&client=tw-ob
zamku,castle,https://translate.google.com/translate_tts?ie=UTF-8&q=zamku&tl=pl&client=tw-ob
obozie,camp,https://translate.google.com/translate_tts?ie=UTF-8&q=obozie&tl=pl&client=tw-ob
kobietami,women,https://translate.google.com/translate_tts?ie=UTF-8&q=kobietami&tl=pl&client=tw-ob
ogromny,huge,https://translate.google.com/translate_tts?ie=UTF-8&q=ogromny&tl=pl&client=tw-ob
tajne,secret,https://translate.google.com/translate_tts?ie=UTF-8&q=tajne&tl=pl&client=tw-ob
przekaż,message,https://translate.google.com/translate_tts?ie=UTF-8&q=przekaż&tl=pl&client=tw-ob
linia,line,https://translate.google.com/translate_tts?ie=UTF-8&q=linia&tl=pl&client=tw-ob
sue,Sue,https://translate.google.com/translate_tts?ie=UTF-8&q=sue&tl=pl&client=tw-ob
piszę,I'm writing,https://translate.google.com/translate_tts?ie=UTF-8&q=piszę&tl=pl&client=tw-ob
ścianę,wall,https://translate.google.com/translate_tts?ie=UTF-8&q=ścianę&tl=pl&client=tw-ob
frx0,FRX0,https://translate.google.com/translate_tts?ie=UTF-8&q=frx0&tl=pl&client=tw-ob
wrócą,They will come back,https://translate.google.com/translate_tts?ie=UTF-8&q=wrócą&tl=pl&client=tw-ob
ulubione,favorite,https://translate.google.com/translate_tts?ie=UTF-8&q=ulubione&tl=pl&client=tw-ob
zatrzymał,stopped,https://translate.google.com/translate_tts?ie=UTF-8&q=zatrzymał&tl=pl&client=tw-ob
stoisz,you stand,https://translate.google.com/translate_tts?ie=UTF-8&q=stoisz&tl=pl&client=tw-ob
bolało,it hurt,https://translate.google.com/translate_tts?ie=UTF-8&q=bolało&tl=pl&client=tw-ob
załogi,crew,https://translate.google.com/translate_tts?ie=UTF-8&q=załogi&tl=pl&client=tw-ob
nazwał,called,https://translate.google.com/translate_tts?ie=UTF-8&q=nazwał&tl=pl&client=tw-ob
odchodzę,I'm leaving,https://translate.google.com/translate_tts?ie=UTF-8&q=odchodzę&tl=pl&client=tw-ob
lotu,flight,https://translate.google.com/translate_tts?ie=UTF-8&q=lotu&tl=pl&client=tw-ob
zostajesz,you stay,https://translate.google.com/translate_tts?ie=UTF-8&q=zostajesz&tl=pl&client=tw-ob
pewnej,certain,https://translate.google.com/translate_tts?ie=UTF-8&q=pewnej&tl=pl&client=tw-ob
potwierdzić,to confirm,https://translate.google.com/translate_tts?ie=UTF-8&q=potwierdzić&tl=pl&client=tw-ob
skończymy,we will finish,https://translate.google.com/translate_tts?ie=UTF-8&q=skończymy&tl=pl&client=tw-ob
karta,card,https://translate.google.com/translate_tts?ie=UTF-8&q=karta&tl=pl&client=tw-ob
zdania,sentences,https://translate.google.com/translate_tts?ie=UTF-8&q=zdania&tl=pl&client=tw-ob
sukienkę,dress,https://translate.google.com/translate_tts?ie=UTF-8&q=sukienkę&tl=pl&client=tw-ob
zbadać,examine,https://translate.google.com/translate_tts?ie=UTF-8&q=zbadać&tl=pl&client=tw-ob
dałaś,you gave,https://translate.google.com/translate_tts?ie=UTF-8&q=dałaś&tl=pl&client=tw-ob
wzrok,sight,https://translate.google.com/translate_tts?ie=UTF-8&q=wzrok&tl=pl&client=tw-ob
spotyka,meets,https://translate.google.com/translate_tts?ie=UTF-8&q=spotyka&tl=pl&client=tw-ob
przyjechała,she came,https://translate.google.com/translate_tts?ie=UTF-8&q=przyjechała&tl=pl&client=tw-ob
mądra,wise,https://translate.google.com/translate_tts?ie=UTF-8&q=mądra&tl=pl&client=tw-ob
noga,leg,https://translate.google.com/translate_tts?ie=UTF-8&q=noga&tl=pl&client=tw-ob
myślimy,we think,https://translate.google.com/translate_tts?ie=UTF-8&q=myślimy&tl=pl&client=tw-ob
dużym,big,https://translate.google.com/translate_tts?ie=UTF-8&q=dużym&tl=pl&client=tw-ob
tłum,crowd,https://translate.google.com/translate_tts?ie=UTF-8&q=tłum&tl=pl&client=tw-ob
młodego,young,https://translate.google.com/translate_tts?ie=UTF-8&q=młodego&tl=pl&client=tw-ob
przeżył,survived,https://translate.google.com/translate_tts?ie=UTF-8&q=przeżył&tl=pl&client=tw-ob
dług,debt,https://translate.google.com/translate_tts?ie=UTF-8&q=dług&tl=pl&client=tw-ob
zarzuty,allegations,https://translate.google.com/translate_tts?ie=UTF-8&q=zarzuty&tl=pl&client=tw-ob
radość,joy,https://translate.google.com/translate_tts?ie=UTF-8&q=radość&tl=pl&client=tw-ob
oku,eye,https://translate.google.com/translate_tts?ie=UTF-8&q=oku&tl=pl&client=tw-ob
wydarzy,will happen,https://translate.google.com/translate_tts?ie=UTF-8&q=wydarzy&tl=pl&client=tw-ob
zgłosić,to report,https://translate.google.com/translate_tts?ie=UTF-8&q=zgłosić&tl=pl&client=tw-ob
przybycie,arrival,https://translate.google.com/translate_tts?ie=UTF-8&q=przybycie&tl=pl&client=tw-ob
obecności,presence,https://translate.google.com/translate_tts?ie=UTF-8&q=obecności&tl=pl&client=tw-ob
toby,it would,https://translate.google.com/translate_tts?ie=UTF-8&q=toby&tl=pl&client=tw-ob
zrobiliście,you did,https://translate.google.com/translate_tts?ie=UTF-8&q=zrobiliście&tl=pl&client=tw-ob
zastrzelić,shoot,https://translate.google.com/translate_tts?ie=UTF-8&q=zastrzelić&tl=pl&client=tw-ob
ciociu,aunt,https://translate.google.com/translate_tts?ie=UTF-8&q=ciociu&tl=pl&client=tw-ob
shane,shane,https://translate.google.com/translate_tts?ie=UTF-8&q=shane&tl=pl&client=tw-ob
drużynie,team,https://translate.google.com/translate_tts?ie=UTF-8&q=drużynie&tl=pl&client=tw-ob
kapitanem,captain,https://translate.google.com/translate_tts?ie=UTF-8&q=kapitanem&tl=pl&client=tw-ob
posterunek,post,https://translate.google.com/translate_tts?ie=UTF-8&q=posterunek&tl=pl&client=tw-ob
spada,is falling,https://translate.google.com/translate_tts?ie=UTF-8&q=spada&tl=pl&client=tw-ob
dostępu,access,https://translate.google.com/translate_tts?ie=UTF-8&q=dostępu&tl=pl&client=tw-ob
ciuchy,clothes,https://translate.google.com/translate_tts?ie=UTF-8&q=ciuchy&tl=pl&client=tw-ob
specjalnego,special,https://translate.google.com/translate_tts?ie=UTF-8&q=specjalnego&tl=pl&client=tw-ob
zgodę,agreement,https://translate.google.com/translate_tts?ie=UTF-8&q=zgodę&tl=pl&client=tw-ob
dziadka,grandpa,https://translate.google.com/translate_tts?ie=UTF-8&q=dziadka&tl=pl&client=tw-ob
oskarżony,accused,https://translate.google.com/translate_tts?ie=UTF-8&q=oskarżony&tl=pl&client=tw-ob
dowodzi,proves,https://translate.google.com/translate_tts?ie=UTF-8&q=dowodzi&tl=pl&client=tw-ob
czoła,forehead,https://translate.google.com/translate_tts?ie=UTF-8&q=czoła&tl=pl&client=tw-ob
gibbs,gibbs,https://translate.google.com/translate_tts?ie=UTF-8&q=gibbs&tl=pl&client=tw-ob
wycieczkę,trip,https://translate.google.com/translate_tts?ie=UTF-8&q=wycieczkę&tl=pl&client=tw-ob
dotknąć,touch,https://translate.google.com/translate_tts?ie=UTF-8&q=dotknąć&tl=pl&client=tw-ob
napad,attack,https://translate.google.com/translate_tts?ie=UTF-8&q=napad&tl=pl&client=tw-ob
motyw,theme,https://translate.google.com/translate_tts?ie=UTF-8&q=motyw&tl=pl&client=tw-ob
czarną,black,https://translate.google.com/translate_tts?ie=UTF-8&q=czarną&tl=pl&client=tw-ob
nowo,newly,https://translate.google.com/translate_tts?ie=UTF-8&q=nowo&tl=pl&client=tw-ob
rozmawiasz,you are talking,https://translate.google.com/translate_tts?ie=UTF-8&q=rozmawiasz&tl=pl&client=tw-ob
grupahatak.pl 4613,Grupahatak.pl 4613,https://translate.google.com/translate_tts?ie=UTF-8&q=grupahatak.pl 4613&tl=pl&client=tw-ob
jork,york,https://translate.google.com/translate_tts?ie=UTF-8&q=jork&tl=pl&client=tw-ob
dziurę,hole,https://translate.google.com/translate_tts?ie=UTF-8&q=dziurę&tl=pl&client=tw-ob
obudzić,awaken,https://translate.google.com/translate_tts?ie=UTF-8&q=obudzić&tl=pl&client=tw-ob
sprawi,make,https://translate.google.com/translate_tts?ie=UTF-8&q=sprawi&tl=pl&client=tw-ob
maja,May,https://translate.google.com/translate_tts?ie=UTF-8&q=maja&tl=pl&client=tw-ob
badanie,test,https://translate.google.com/translate_tts?ie=UTF-8&q=badanie&tl=pl&client=tw-ob
teoria,theory,https://translate.google.com/translate_tts?ie=UTF-8&q=teoria&tl=pl&client=tw-ob
pamiętajcie,remember,https://translate.google.com/translate_tts?ie=UTF-8&q=pamiętajcie&tl=pl&client=tw-ob
wioski,villages,https://translate.google.com/translate_tts?ie=UTF-8&q=wioski&tl=pl&client=tw-ob
sprzedaży,sales,https://translate.google.com/translate_tts?ie=UTF-8&q=sprzedaży&tl=pl&client=tw-ob
świetnym,great,https://translate.google.com/translate_tts?ie=UTF-8&q=świetnym&tl=pl&client=tw-ob
agencji,agency,https://translate.google.com/translate_tts?ie=UTF-8&q=agencji&tl=pl&client=tw-ob
kiepski,bad,https://translate.google.com/translate_tts?ie=UTF-8&q=kiepski&tl=pl&client=tw-ob
francisco,Francisco,https://translate.google.com/translate_tts?ie=UTF-8&q=francisco&tl=pl&client=tw-ob
próbki,samples,https://translate.google.com/translate_tts?ie=UTF-8&q=próbki&tl=pl&client=tw-ob
spróbujemy,We will try,https://translate.google.com/translate_tts?ie=UTF-8&q=spróbujemy&tl=pl&client=tw-ob
adrian,Adrian,https://translate.google.com/translate_tts?ie=UTF-8&q=adrian&tl=pl&client=tw-ob
oba,both,https://translate.google.com/translate_tts?ie=UTF-8&q=oba&tl=pl&client=tw-ob
kuzyn,cousin,https://translate.google.com/translate_tts?ie=UTF-8&q=kuzyn&tl=pl&client=tw-ob
dłonie,hands,https://translate.google.com/translate_tts?ie=UTF-8&q=dłonie&tl=pl&client=tw-ob
chodzę,I'm walking,https://translate.google.com/translate_tts?ie=UTF-8&q=chodzę&tl=pl&client=tw-ob
napewno,Definitely,https://translate.google.com/translate_tts?ie=UTF-8&q=napewno&tl=pl&client=tw-ob
odpowiedni,right,https://translate.google.com/translate_tts?ie=UTF-8&q=odpowiedni&tl=pl&client=tw-ob
toast,toast,https://translate.google.com/translate_tts?ie=UTF-8&q=toast&tl=pl&client=tw-ob
portfel,wallet,https://translate.google.com/translate_tts?ie=UTF-8&q=portfel&tl=pl&client=tw-ob
idealna,ideal,https://translate.google.com/translate_tts?ie=UTF-8&q=idealna&tl=pl&client=tw-ob
zeby,To,https://translate.google.com/translate_tts?ie=UTF-8&q=zeby&tl=pl&client=tw-ob
ellen,Ellen,https://translate.google.com/translate_tts?ie=UTF-8&q=ellen&tl=pl&client=tw-ob
wygrałem,I won,https://translate.google.com/translate_tts?ie=UTF-8&q=wygrałem&tl=pl&client=tw-ob
liczba,number,https://translate.google.com/translate_tts?ie=UTF-8&q=liczba&tl=pl&client=tw-ob
wyszedłem,I left,https://translate.google.com/translate_tts?ie=UTF-8&q=wyszedłem&tl=pl&client=tw-ob
kwestii,issue,https://translate.google.com/translate_tts?ie=UTF-8&q=kwestii&tl=pl&client=tw-ob
spotkał,met,https://translate.google.com/translate_tts?ie=UTF-8&q=spotkał&tl=pl&client=tw-ob
puścić,let go,https://translate.google.com/translate_tts?ie=UTF-8&q=puścić&tl=pl&client=tw-ob
nazwa,name,https://translate.google.com/translate_tts?ie=UTF-8&q=nazwa&tl=pl&client=tw-ob
licha,hell,https://translate.google.com/translate_tts?ie=UTF-8&q=licha&tl=pl&client=tw-ob
święto,holiday,https://translate.google.com/translate_tts?ie=UTF-8&q=święto&tl=pl&client=tw-ob
wzajemnie,Mutually,https://translate.google.com/translate_tts?ie=UTF-8&q=wzajemnie&tl=pl&client=tw-ob
pudełko,box,https://translate.google.com/translate_tts?ie=UTF-8&q=pudełko&tl=pl&client=tw-ob
pieprzone,fucked,https://translate.google.com/translate_tts?ie=UTF-8&q=pieprzone&tl=pl&client=tw-ob
kup,buy,https://translate.google.com/translate_tts?ie=UTF-8&q=kup&tl=pl&client=tw-ob
zakochany,in love,https://translate.google.com/translate_tts?ie=UTF-8&q=zakochany&tl=pl&client=tw-ob
house,house,https://translate.google.com/translate_tts?ie=UTF-8&q=house&tl=pl&client=tw-ob
informację,information,https://translate.google.com/translate_tts?ie=UTF-8&q=informację&tl=pl&client=tw-ob
rynku,market,https://translate.google.com/translate_tts?ie=UTF-8&q=rynku&tl=pl&client=tw-ob
mylę,I am wrong,https://translate.google.com/translate_tts?ie=UTF-8&q=mylę&tl=pl&client=tw-ob
przeraża,scares,https://translate.google.com/translate_tts?ie=UTF-8&q=przeraża&tl=pl&client=tw-ob
b. 4559,b. 4559,https://translate.google.com/translate_tts?ie=UTF-8&q=b. 4559&tl=pl&client=tw-ob
ochronić,protect,https://translate.google.com/translate_tts?ie=UTF-8&q=ochronić&tl=pl&client=tw-ob
dzisiejszy,today,https://translate.google.com/translate_tts?ie=UTF-8&q=dzisiejszy&tl=pl&client=tw-ob
kolesia,dude,https://translate.google.com/translate_tts?ie=UTF-8&q=kolesia&tl=pl&client=tw-ob
przejście,transition,https://translate.google.com/translate_tts?ie=UTF-8&q=przejście&tl=pl&client=tw-ob
opowieści,stories,https://translate.google.com/translate_tts?ie=UTF-8&q=opowieści&tl=pl&client=tw-ob
rękami,hands,https://translate.google.com/translate_tts?ie=UTF-8&q=rękami&tl=pl&client=tw-ob
swych,his,https://translate.google.com/translate_tts?ie=UTF-8&q=swych&tl=pl&client=tw-ob
dzwoniłem,I called,https://translate.google.com/translate_tts?ie=UTF-8&q=dzwoniłem&tl=pl&client=tw-ob
gniew,anger,https://translate.google.com/translate_tts?ie=UTF-8&q=gniew&tl=pl&client=tw-ob
lodu,ice,https://translate.google.com/translate_tts?ie=UTF-8&q=lodu&tl=pl&client=tw-ob
programie,program,https://translate.google.com/translate_tts?ie=UTF-8&q=programie&tl=pl&client=tw-ob
przepraszamy,We apologize,https://translate.google.com/translate_tts?ie=UTF-8&q=przepraszamy&tl=pl&client=tw-ob
wchodzisz,you enter,https://translate.google.com/translate_tts?ie=UTF-8&q=wchodzisz&tl=pl&client=tw-ob
prezenty,presents,https://translate.google.com/translate_tts?ie=UTF-8&q=prezenty&tl=pl&client=tw-ob
znoszę,I endure,https://translate.google.com/translate_tts?ie=UTF-8&q=znoszę&tl=pl&client=tw-ob
fakty,facts,https://translate.google.com/translate_tts?ie=UTF-8&q=fakty&tl=pl&client=tw-ob
zgody,consent,https://translate.google.com/translate_tts?ie=UTF-8&q=zgody&tl=pl&client=tw-ob
nazywamy,we call,https://translate.google.com/translate_tts?ie=UTF-8&q=nazywamy&tl=pl&client=tw-ob
kupę,pile,https://translate.google.com/translate_tts?ie=UTF-8&q=kupę&tl=pl&client=tw-ob
zbieg,fugitive,https://translate.google.com/translate_tts?ie=UTF-8&q=zbieg&tl=pl&client=tw-ob
fajna,cool,https://translate.google.com/translate_tts?ie=UTF-8&q=fajna&tl=pl&client=tw-ob
zadania,tasks,https://translate.google.com/translate_tts?ie=UTF-8&q=zadania&tl=pl&client=tw-ob
wilson,Wilson,https://translate.google.com/translate_tts?ie=UTF-8&q=wilson&tl=pl&client=tw-ob
torby,bags,https://translate.google.com/translate_tts?ie=UTF-8&q=torby&tl=pl&client=tw-ob
niezupełnie,not exactly,https://translate.google.com/translate_tts?ie=UTF-8&q=niezupełnie&tl=pl&client=tw-ob
wartość,value,https://translate.google.com/translate_tts?ie=UTF-8&q=wartość&tl=pl&client=tw-ob
zdecydować,decide,https://translate.google.com/translate_tts?ie=UTF-8&q=zdecydować&tl=pl&client=tw-ob
chodzisz,you walk,https://translate.google.com/translate_tts?ie=UTF-8&q=chodzisz&tl=pl&client=tw-ob
wyjątkowy,exceptional,https://translate.google.com/translate_tts?ie=UTF-8&q=wyjątkowy&tl=pl&client=tw-ob
lane,lane,https://translate.google.com/translate_tts?ie=UTF-8&q=lane&tl=pl&client=tw-ob
zmieniać,change,https://translate.google.com/translate_tts?ie=UTF-8&q=zmieniać&tl=pl&client=tw-ob
